,Name,Age,Height_in_cms,Weight_in_kgs,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,LW,CF,RW,CAM,LM,CM,RM,LWB,CDM,RWB,LB,CB,RB,GK,OVA
3654,T. Eastman,28,190.5,87.3,CB,204,223,249,306,235,194,72,44,45,44,45,47,48,53,48,58,61,58,59,64,59,19,64
3655,J. Kuzdra,22,177.8,70.65,RB,234,234,321,292,246,168,54,50,52,51,52,52,53,53,53,56,56,56,57,57,57,16,59
3656,T. Christiansen,19,185.42,79.2,CB,167,155,283,266,185,159,51,40,36,36,36,35,38,37,38,47,46,47,49,53,49,14,53
3657,N. Elvedi,23,187.96,77.4,CB,281,270,340,301,301,237,55,58,63,61,63,63,66,67,66,75,75,75,76,78,76,18,78
3658,W. Britto B,23,182.88,66.60000000000001,RB,240,239,350,323,270,174,54,54,57,55,57,56,58,55,58,60,58,60,60,59,60,16,62
3659,Rafael Camacho,20,175.26,64.35000000000001,CAM,294,331,404,309,294,167,50,68,73,72,73,72,72,68,72,65,61,65,63,57,63,18,73
3660,Miguel Veloso,34,180.34,78.3,CM,363,404,306,364,360,197,55,69,71,71,71,74,72,77,72,70,74,70,69,69,69,18,77
3661,S. Esposito,19,177.8,69.3,CM,285,326,327,291,298,181,44,59,63,63,63,65,64,66,64,63,63,63,62,59,62,14,66
3662,K. Ayer B,20,170.18,61.65,RM,246,249,352,245,245,138,41,51,58,56,58,57,59,55,59,56,52,56,54,47,54,12,60
3663,Joan Jordán,25,182.88,73.35000000000001,CM,333,404,335,366,367,197,59,72,75,76,75,77,76,79,76,72,75,72,69,68,69,19,79
3664,S. Takahashi,30,170.18,69.3,RB,234,239,344,312,271,176,46,48,52,50,52,51,55,54,55,63,61,63,63,60,63,15,65
3665,M. Barać,25,190.5,89.10000000000001,CB,264,271,238,331,270,195,41,55,49,50,49,50,52,56,52,59,64,59,61,68,61,14,68
3666,Tomás Esteves,17,180.34,71.55,RWB,249,250,332,247,274,182,42,52,60,56,60,57,61,56,61,64,59,64,63,61,63,14,64
3667,S. Leyton,26,177.8,67.5,CM,280,287,321,360,300,174,50,61,61,61,61,62,62,63,62,63,63,63,62,62,62,14,64
3668,T. Elphick,32,187.96,84.15,CB,226,242,228,283,239,207,55,48,47,47,47,49,47,54,47,57,63,57,59,69,59,17,69
3669,M. Janečka,28,182.88,71.55,CB,230,211,326,278,250,200,48,44,50,44,50,45,53,51,53,61,60,61,64,65,64,12,64
3670,R. Babel,33,185.42,84.15,ST,360,352,386,404,314,101,62,78,77,78,77,77,76,71,76,60,57,60,56,53,56,19,77
3671,D. John,25,177.8,74.25,LWB,288,316,407,307,287,188,48,62,67,64,67,64,67,63,67,68,64,68,68,62,68,15,70
3672,V. Schippers,19,182.88,82.35000000000001,CB,188,197,280,281,232,195,52,45,44,44,44,42,45,43,45,54,52,54,56,61,56,16,58
3673,Gerson Rodrigues,25,190.5,80.55,ST,309,284,315,354,288,115,53,69,67,67,67,64,67,60,67,58,55,58,56,55,56,16,68
3674,E. Zuelli,18,180.34,69.3,CAM,275,324,331,308,282,178,44,57,60,59,60,61,60,61,60,60,60,60,60,57,60,14,61
3675,C. Duke,19,167.64000000000001,58.5,CAM,224,234,332,250,250,135,58,52,53,54,53,54,53,53,53,51,51,51,51,48,51,16,53
3676,R. Veselinović,21,187.96,76.5,CB,187,158,276,259,198,190,62,38,36,35,36,36,39,42,39,53,55,53,57,61,57,17,61
3677,J. Jones,35,182.88,77.4,CDM,337,339,331,395,364,206,43,70,68,69,68,69,69,71,69,70,72,70,69,73,69,16,73
3678,K. Smoliński,19,175.26,60.300000000000004,CAM,231,244,303,248,226,147,48,49,52,52,52,53,52,52,52,51,51,51,51,50,51,15,52
3679,D. Fleitas,23,180.34,83.25,ST,304,239,277,328,218,51,50,61,58,58,58,57,57,51,57,42,39,42,40,36,40,14,61
3680,R. Kruse,31,177.8,69.3,LM,325,316,361,321,305,113,66,67,69,69,69,68,68,64,68,57,54,57,54,49,54,20,69
3681,L. Lauberbach,22,193.04,87.3,ST,312,277,319,339,252,109,47,64,63,63,63,62,63,59,63,53,52,53,51,49,51,15,64
3682,S. Lletget,27,177.8,74.25,RM,324,324,361,329,309,180,49,68,70,70,70,70,71,70,71,68,67,68,66,63,66,16,70
3683,J. Becerra,22,180.34,78.3,ST,283,255,307,314,254,74,41,60,57,57,57,56,56,51,56,45,43,45,42,41,42,14,60
3684,I. Zurita,28,167.64000000000001,60.300000000000004,LB,267,303,352,295,285,182,51,57,62,60,62,61,63,61,63,64,62,64,62,58,62,15,64
3685,O. Rimmen,19,170.18,67.5,CAM,221,251,331,257,258,125,58,50,53,52,53,53,53,52,53,50,49,50,48,45,48,16,52
3686,A. Uchida B,32,175.26,66.60000000000001,RB,275,312,316,311,311,211,70,59,64,63,64,65,66,68,66,68,69,68,67,68,67,20,69
3687,T. Bourdal,21,182.88,77.4,CB,204,178,309,282,227,189,45,43,41,40,41,41,44,46,44,56,56,56,59,60,59,14,61
3688,Somália,30,180.34,72.45,RM,312,315,370,349,343,189,44,67,70,69,70,69,70,69,70,70,69,70,69,65,69,16,70
3689,K. Zohore,26,193.04,95.4,ST,303,280,283,330,299,46,36,70,62,66,62,62,61,56,61,46,46,46,43,44,43,14,70
3690,A. Ocejo,22,180.34,70.65,CAM,274,301,339,288,240,109,45,60,64,63,64,63,63,58,63,52,48,52,49,42,49,14,64
3691,B. Hanlan,23,182.88,82.35000000000001,ST,267,266,377,364,221,104,37,62,61,60,61,57,60,52,60,51,45,51,49,45,49,12,62
3692,L. Ortíz,20,170.18,65.7,RM,280,273,339,297,275,119,54,59,62,61,62,62,63,59,63,54,52,54,52,48,52,16,62
3693,G. Honeyman,25,170.18,71.55,RM,292,321,351,304,308,200,60,63,66,66,66,66,67,65,67,65,64,65,64,62,64,17,66
3694,B. Sarpong-Wiredu,20,185.42,75.60000000000001,RM,235,246,318,284,240,146,55,52,56,54,56,55,57,54,57,56,53,56,55,51,55,16,57
3695,Agus Medina,25,177.8,71.55,RB,242,231,337,248,255,195,57,52,55,54,55,54,56,55,56,61,59,61,62,61,62,16,64
3696,H. Preciado,26,182.88,76.5,ST,323,269,400,375,324,89,51,71,70,71,70,69,68,62,68,53,52,53,51,49,51,17,71
3697,Andoni López,24,187.96,75.60000000000001,LB,258,237,323,276,254,201,39,50,56,53,56,54,59,57,59,67,63,67,67,64,67,13,69
3698,Edgar Costa,33,177.8,72.45,RM,330,355,343,351,324,127,60,68,69,68,69,68,68,65,68,58,58,58,56,54,56,18,69
3699,Gervinho,33,177.8,64.35000000000001,LW,353,337,421,317,305,79,54,73,78,77,78,76,78,70,78,59,55,59,55,46,55,18,78
3700,L. Maloney,19,187.96,88.2,CB,248,257,299,296,237,159,54,51,52,51,52,53,53,53,53,55,56,55,54,57,54,15,58
3701,M. Taremi,27,187.96,81.45,ST,355,340,340,368,267,89,52,77,76,77,76,75,74,68,74,54,52,54,51,46,51,18,77
3702,Fábio Cardoso,26,187.96,78.3,CB,217,226,315,315,264,215,56,51,49,50,49,51,52,56,52,64,67,64,66,72,66,18,72
3703,G. Herrera,28,187.96,82.35000000000001,GK,101,91,297,247,148,56,369,32,31,32,31,32,32,30,32,31,30,31,31,31,31,74,75
3704,F. Aksoy,22,187.96,77.4,CB,245,247,231,284,260,203,51,52,51,53,51,55,54,60,54,60,65,60,61,66,61,16,66
3705,D. Valdés,26,177.8,74.25,CAM,336,359,364,367,317,144,45,72,73,73,73,74,73,72,73,65,65,65,63,59,63,15,72
3706,F. Totti,39,180.34,81.45,CAM,386,423,275,337,350,48,53,75,78,79,78,82,77,78,77,52,57,52,45,40,45,18,80
3707,Li Xuebo,20,187.96,74.25,GK,61,55,157,160,87,29,245,19,18,19,18,20,19,20,19,17,19,17,17,18,17,48,49
3708,T. Freeman,17,180.34,69.3,ST,208,210,323,221,207,48,51,51,50,51,50,49,48,40,48,33,30,33,32,29,32,13,51
3709,J. Gammelby,25,193.04,80.55,RM,294,292,323,334,276,176,58,62,63,63,63,63,64,62,64,63,61,63,63,61,63,17,65
3710,S. Kums,32,175.26,72.45,CM,332,384,335,346,359,214,60,66,71,70,71,73,72,75,72,73,75,73,71,69,71,18,75
3711,M. Gallagher,19,182.88,74.25,CAM,232,248,294,248,256,150,55,50,52,52,52,53,52,53,52,52,53,52,52,52,52,16,53
3712,M. Tenho,25,190.5,81.45,CB,184,194,254,257,221,178,47,41,41,41,41,43,44,48,44,53,57,53,55,61,55,14,61
3713,P. Méndez,21,167.64000000000001,61.65,CAM,231,262,335,306,248,109,45,56,60,60,60,62,60,60,60,51,53,51,48,46,48,14,62
3714,B. Alıcı,22,180.34,69.3,RW,298,328,378,286,274,102,46,63,69,67,69,67,69,61,69,55,50,55,51,42,51,15,70
3715,Crysan,23,193.04,84.15,CAM,298,310,341,347,260,47,54,65,66,66,66,66,65,59,65,46,44,46,42,38,42,17,65
3716,Filipe Ferreira,29,177.8,71.55,LB,285,319,360,330,309,204,64,61,65,64,65,64,67,65,67,70,68,70,70,67,70,19,72
3717,B. Höwedes,31,187.96,76.5,CB,301,293,297,304,320,236,46,60,58,59,58,60,60,64,60,68,72,68,70,77,70,16,79
3718,Michu,30,190.5,77.4,ST,353,334,278,343,331,113,53,75,68,73,68,72,68,69,68,54,59,54,53,55,53,17,73
3719,A. Diawusie,22,177.8,74.25,ST,290,229,396,322,241,65,43,64,66,65,66,63,64,53,64,50,43,50,47,41,47,15,65
3720,Carlos Castro,24,177.8,67.5,ST,293,280,368,342,275,94,57,63,63,63,63,62,63,57,63,52,49,52,50,46,50,18,64
3721,F. Hartherz,27,187.96,82.35000000000001,LB,292,332,327,376,294,193,56,62,63,62,63,62,65,65,65,69,67,69,68,68,68,17,70
3722,P. Mamić,24,182.88,79.2,LB,223,238,332,259,244,182,40,48,55,51,55,52,57,54,57,62,59,62,62,59,62,14,64
3723,W. Bianda,20,185.42,81.45,CB,189,211,251,250,224,191,56,42,42,42,42,43,44,47,44,53,56,53,55,62,55,15,62
3724,Matheus Reis,25,182.88,76.5,LB,306,317,346,346,314,219,51,65,68,67,68,67,70,68,70,74,72,74,74,73,74,17,76
3725,R. Ferrario,20,187.96,79.2,GK,65,81,157,164,100,32,267,21,19,21,19,22,20,22,20,18,20,18,17,19,17,52,53
3726,B. Berisha,34,182.88,79.2,ST,327,263,312,349,335,55,64,68,63,65,63,64,62,58,62,48,49,48,45,47,45,19,68
3727,G. Caprari,26,175.26,71.55,CAM,321,371,418,288,243,47,48,69,75,74,75,75,74,66,74,51,46,51,46,33,46,15,74
3728,A. Fuentes,22,190.5,84.15,CDM,228,244,292,305,264,207,66,52,53,54,53,56,56,61,56,63,67,63,65,66,65,20,68
3729,K. Appiah,28,180.34,79.2,ST,273,261,371,320,256,88,43,61,61,60,61,58,60,53,60,51,47,51,49,45,49,14,62
3730,O. Vlachodimos,26,187.96,76.5,GK,81,90,274,247,133,43,390,30,28,30,28,31,29,30,29,28,30,28,28,29,28,80,81
3731,S. Beavon,33,170.18,68.4,ST,293,277,374,366,309,70,65,62,62,61,62,60,62,56,62,52,50,52,49,46,49,19,63
3732,D. Ball,24,185.42,74.25,CDM,247,240,310,307,282,194,61,55,55,56,55,57,58,61,58,63,66,63,63,66,63,17,67
3733,P. Nardi,26,187.96,81.45,GK,82,82,253,196,126,39,360,28,27,29,27,31,28,30,28,25,28,25,25,26,25,72,73
3734,Dai Lin,32,190.5,76.5,CB,246,278,297,364,294,198,57,57,53,55,53,54,54,57,54,61,63,61,62,67,62,18,67
3735,J. Rankin-Costello,20,182.88,63.45,RM,267,280,345,280,254,172,46,59,63,61,63,62,63,59,63,60,57,60,59,55,59,15,63
3736,Theo Ryuki,22,177.8,68.4,CAM,279,302,336,281,256,92,60,59,64,63,64,64,63,58,63,48,47,48,45,41,45,18,65
3737,J. Kucka,33,185.42,83.25,CB,356,365,316,427,383,232,54,74,72,74,72,74,73,77,73,75,78,75,75,79,75,19,77
3738,C. Devlin,22,170.18,67.5,CDM,257,292,361,286,327,198,45,58,63,62,63,64,64,65,64,66,67,66,65,64,65,16,65
3739,A. Badri,29,177.8,69.3,RW,324,329,377,341,265,67,48,69,71,70,71,69,70,62,70,52,47,52,48,41,48,16,71
3740,D. Nistor,32,175.26,73.35000000000001,CM,313,348,367,362,348,177,54,66,70,70,70,72,72,73,72,69,69,69,66,62,66,18,73
3741,A. Bayındır,22,198.12,72.45,GK,77,70,145,183,101,37,363,24,19,22,19,22,21,24,21,20,23,20,19,23,19,72,73
3742,J. Norwood,29,180.34,72.45,ST,304,297,353,355,295,104,55,67,64,66,64,63,64,59,64,53,52,53,52,51,52,18,67
3743,D. Di Gennaro,32,180.34,71.55,CAM,312,353,337,324,315,167,54,63,66,66,66,67,66,66,66,62,63,62,61,60,61,16,66
3744,N. Briasco,24,177.8,81.45,ST,284,268,327,329,247,53,35,66,62,64,62,62,61,55,61,45,42,45,42,38,42,13,66
3745,J. Horn,33,187.96,82.35000000000001,CB,203,191,293,306,245,186,45,46,44,45,44,47,48,53,48,58,62,58,60,65,60,14,65
3746,J. Eccles,20,185.42,65.7,CDM,246,239,345,261,263,164,42,51,54,53,54,55,56,55,56,57,57,57,57,57,57,14,58
3747,J. Onomah,23,185.42,69.3,CAM,297,316,357,315,275,161,50,66,68,69,68,69,68,67,68,61,62,61,60,57,60,16,67
3748,J. Taylor,33,185.42,70.65,CM,259,254,286,337,297,178,47,54,54,54,54,55,56,59,56,59,62,59,59,62,59,15,59
3749,K. Naughton  B,31,180.34,72.45,RB,303,270,346,332,295,213,51,61,63,62,63,63,65,66,65,69,69,69,69,69,69,17,71
3750,M. Edwards,21,167.64000000000001,64.35000000000001,LM,298,356,430,287,278,98,55,68,77,75,77,75,76,69,76,59,54,59,55,42,55,18,77
3751,J. Haak,18,182.88,74.25,CDM,197,221,274,233,237,148,52,45,48,48,48,49,48,49,48,47,50,47,48,50,48,15,49
3752,L. Aued,33,177.8,68.4,CM,339,353,309,355,356,199,43,70,70,71,70,72,72,75,72,69,72,69,68,69,68,15,75
3753,J. Carabalí,23,175.26,68.4,CAM,223,259,318,288,269,144,45,54,59,59,59,61,59,61,59,56,57,56,55,54,55,14,61
3754,Luiz Adriano,31,182.88,79.2,ST,368,321,371,373,294,84,57,77,75,77,75,75,74,67,74,55,51,55,52,47,52,18,78
3755,A. Bredahl,17,182.88,73.35000000000001,ST,231,212,303,259,201,56,58,52,51,52,51,51,50,45,50,38,36,38,37,33,37,15,52
3756,Sidney Pessinho,28,187.96,84.15,CDM,309,378,319,374,344,232,48,66,68,68,68,69,70,73,70,75,76,75,74,76,74,18,77
3757,J. Davidson,19,185.42,80.55,CB,198,215,276,251,203,136,46,43,44,43,44,45,45,45,45,47,48,47,48,49,48,13,49
3758,D. Quiñones,21,167.64000000000001,62.550000000000004,RWB,262,280,365,317,256,180,54,55,60,57,60,58,62,59,62,65,60,65,64,60,64,15,66
3759,K. Fischer,19,182.88,76.5,LB,221,250,327,241,231,179,53,47,53,51,53,52,55,54,55,60,58,60,60,58,60,16,62
3760,R. Hutchinson,20,177.8,74.25,LB,220,228,326,247,224,172,48,47,53,50,53,50,55,51,55,60,55,60,60,56,60,15,62
3761,R. Civelli,36,195.57999999999998,91.35000000000001,CB,302,244,195,355,318,207,59,59,50,53,50,52,52,58,52,60,67,60,62,72,62,17,72
3762,Lee Gwang Yeon,20,182.88,84.15,GK,61,70,177,192,89,34,286,20,18,19,18,20,19,21,19,18,22,18,18,22,18,58,59
3763,T. Allan,20,180.34,69.3,ST,260,232,353,274,226,68,49,60,61,60,61,57,59,48,59,44,36,44,42,34,42,14,60
3764,A. García,18,180.34,68.4,CAM,277,278,312,280,211,96,52,57,60,59,60,59,59,55,59,48,45,48,45,38,45,15,60
3765,F. Grahl,28,170.18,67.5,CM,284,332,304,295,273,164,52,58,61,60,61,63,63,63,63,60,61,60,58,56,58,16,63
3766,Y. Alounga,18,182.88,79.2,ST,244,219,300,289,212,56,58,56,53,54,53,52,51,45,51,38,35,38,37,35,37,16,56
3767,F. Pérez,34,180.34,74.25,CB,229,244,295,335,248,194,52,53,51,51,51,52,55,58,55,62,65,62,63,67,63,16,67
3768,Ganso,28,182.88,77.4,CAM,361,398,259,304,328,90,53,69,71,72,71,74,71,73,71,55,59,55,50,47,50,16,75
3769,M. Beister,29,180.34,79.2,RM,308,312,373,342,304,104,48,66,67,67,67,66,66,60,66,57,53,57,54,50,54,15,67
3770,D. Texeira,28,182.88,68.4,ST,314,295,328,353,279,66,51,68,64,66,64,64,63,58,63,47,47,47,45,44,45,16,69
3771,J. Urretaviscaya,30,175.26,62.550000000000004,RW,331,356,393,340,291,94,56,70,74,73,74,73,73,67,73,57,53,57,54,46,54,17,74
3772,R. Durmisi,26,167.64000000000001,66.60000000000001,LWB,325,352,376,357,323,211,44,67,70,69,70,70,71,70,71,73,71,73,72,70,72,16,74
3773,T. Gray,17,180.34,73.35000000000001,CB,139,143,265,245,197,157,47,34,34,34,34,34,36,37,36,46,46,46,48,51,48,13,51
3774,O. Kossounou,19,190.5,77.4,CB,243,235,314,272,245,198,35,49,55,52,55,54,58,57,58,65,64,65,65,67,65,13,67
3775,G. Konan,24,175.26,70.65,LWB,304,323,381,329,321,211,37,64,70,68,70,70,73,71,73,75,72,75,74,70,74,15,76
3776,I. Sauter,19,182.88,78.3,CB,210,208,330,294,215,165,51,48,49,48,49,48,51,49,51,55,53,55,56,56,56,15,56
3777,J. Doyle-Hayes,20,175.26,67.5,CAM,254,256,353,284,275,156,41,56,60,59,60,61,61,61,61,60,59,60,59,55,59,14,62
3778,A. Fisher,30,190.5,79.2,ST,259,246,319,323,232,57,56,61,57,59,57,56,56,50,56,42,40,42,40,38,40,16,61
3779,M. Fellaini,32,193.04,84.15,CB,374,323,281,394,380,226,54,75,68,72,68,71,69,75,69,71,77,71,72,79,72,19,75
3780,J. Akintunde,24,175.26,74.25,ST,211,179,298,263,182,56,50,48,46,47,46,45,45,40,45,36,33,36,35,31,35,14,48
3781,H. Nielsen,26,187.96,81.45,ST,336,304,334,368,308,112,72,70,70,70,70,70,70,67,70,59,58,59,56,53,56,21,70
3782,A. Linguet  B,20,180.34,71.55,RB,199,192,302,223,225,180,48,41,45,43,45,43,47,44,47,54,50,54,55,54,55,14,57
3783,U. Rivas,24,177.8,70.65,CDM,298,339,315,378,312,208,56,62,65,65,65,67,67,71,67,71,73,71,70,69,70,17,71
3784,V. Rongier,25,172.72,69.3,CM,330,387,364,366,348,231,49,70,74,75,74,77,75,80,75,75,78,75,73,71,73,17,80
3785,A. Pițian,24,193.04,88.2,CB,196,167,245,265,212,181,52,43,41,41,41,42,43,45,43,53,55,53,55,62,55,15,62
3786,A. Turan,28,175.26,78.3,LB,258,350,368,336,323,195,59,61,65,64,65,65,66,67,66,68,68,68,67,64,67,18,69
3787,B. Johnson,20,180.34,69.3,RB,223,252,344,257,235,177,56,49,54,51,54,51,55,52,55,60,56,60,60,57,60,16,62
3788,S. Graham,19,187.96,79.2,CB,177,155,307,260,182,168,58,40,37,36,37,36,39,38,39,49,49,49,52,56,52,17,56
3789,M. Nzola,23,185.42,81.45,ST,304,286,357,353,264,72,60,68,65,65,65,63,64,57,64,50,47,50,49,45,49,18,68
3790,A. Chindriș,21,190.5,84.15,CB,224,192,341,300,247,200,49,49,49,48,49,50,51,54,51,62,63,62,64,67,64,16,67
3791,C. Tosun,29,182.88,77.4,ST,359,351,349,372,328,82,59,75,71,72,71,70,70,65,70,54,54,54,51,50,51,19,75
3792,F. Bambock,25,180.34,75.60000000000001,CB,243,264,314,355,308,206,41,57,57,58,57,59,59,62,59,65,68,65,65,69,65,15,69
3793,J. Sánchez Miño,30,177.8,77.4,CM,356,375,357,367,363,215,59,72,75,74,75,75,76,76,76,75,74,75,73,71,73,19,75
3794,J. Sánchez,32,177.8,76.5,CDM,309,326,348,350,318,195,52,65,66,65,66,66,66,67,66,66,67,66,66,66,66,16,68
3795,R. Castro,30,180.34,69.3,CDM,232,255,314,252,271,188,66,49,54,53,54,56,58,60,58,63,64,63,63,60,63,20,65
3796,A. Zerbin,21,182.88,79.2,CAM,256,264,232,221,218,95,42,51,53,52,53,53,51,49,51,41,41,41,39,37,39,12,53
3797,Edu Expósito,23,177.8,66.60000000000001,CM,292,315,315,309,352,190,46,68,71,73,71,75,71,76,71,67,72,67,65,63,65,17,76
3798,A. Sissako,22,185.42,77.4,CDM,288,293,332,341,315,198,45,63,64,65,64,66,66,67,66,67,68,67,67,68,67,15,69
3799,N. Anelka,34,185.42,79.2,ST,373,349,333,382,313,72,45,76,75,76,75,76,73,67,73,54,56,54,49,47,49,13,77
3800,B. Rabello,25,167.64000000000001,69.3,CAM,301,350,372,353,285,86,62,65,69,67,69,69,68,65,68,53,53,53,49,44,49,19,70
3801,K. Nwakali,22,180.34,75.60000000000001,CAM,281,318,350,298,266,122,54,63,66,66,66,66,65,63,65,55,54,55,54,49,54,17,63
3802,A. Khurana,27,185.42,80.55,CB,189,182,242,280,220,171,60,42,40,40,40,41,42,45,42,52,54,52,54,59,54,17,59
3803,K. Tshiembe,23,185.42,82.35000000000001,CB,198,209,307,268,218,174,47,45,45,44,45,45,48,49,48,57,58,57,58,62,58,15,62
3804,W. Faghir,16,185.42,79.2,ST,241,213,307,305,210,52,50,58,54,56,54,53,52,46,52,38,36,38,37,35,37,14,58
3805,L. Dickmann,23,177.8,69.3,RB,269,278,340,302,282,215,39,57,62,60,62,60,63,61,63,68,65,68,68,65,68,14,70
3806,J. Pretell,21,170.18,65.7,CDM,280,316,345,326,294,194,49,58,60,59,60,61,62,64,62,65,66,65,65,63,65,16,67
3807,J. Clarke,25,172.72,69.3,RB,259,269,366,308,269,172,50,59,62,61,62,60,62,59,62,62,60,62,62,59,62,15,64
3808,D. Kourmpelis,26,180.34,73.35000000000001,CDM,255,322,353,350,300,217,50,58,62,60,62,62,64,66,64,71,72,71,71,71,71,16,73
3809,Pedrinho,31,167.64000000000001,61.65,CF,267,282,213,254,270,87,69,70,74,70,74,73,74,68,74,62,63,62,58,53,58,21,72
3810,M. Wakaso,29,170.18,71.55,CM,339,341,416,399,354,223,62,72,73,73,73,72,73,72,73,75,74,75,75,75,75,20,72
3811,P. Aguilar,33,177.8,77.4,CB,284,257,295,343,297,223,55,57,53,55,53,55,54,59,54,63,69,63,66,75,66,17,75
3812,B. Sosa,22,185.42,76.5,LWB,282,299,357,287,251,188,39,56,63,60,63,62,66,63,66,68,65,68,67,64,67,15,69
3813,Lucas Fernandes,26,175.26,64.35000000000001,RM,310,291,389,301,247,98,55,65,69,68,69,68,68,60,68,52,48,52,49,41,49,17,69
3814,T. Rosický,36,177.8,71.55,CAM,338,392,382,331,348,133,55,71,77,76,77,78,77,75,77,66,64,66,62,54,62,19,79
3815,M. Reinthaler,25,193.04,82.35000000000001,CB,259,268,301,297,263,191,50,54,54,54,54,55,56,57,56,60,61,60,61,64,61,16,64
3816,Y. Wakizaka,25,172.72,67.5,CAM,302,351,338,310,274,143,37,63,68,67,68,69,68,68,68,60,59,60,57,51,57,14,69
3817,Rildo,29,180.34,67.5,LM,294,322,386,326,274,101,51,69,71,70,71,69,70,62,70,57,52,57,54,47,54,16,71
3818,E. Orrantía,29,175.26,62.550000000000004,RB,271,303,362,315,271,172,57,57,63,60,63,62,65,62,65,64,61,64,63,58,63,17,65
3819,L. Mifflin,20,182.88,75.60000000000001,LB,246,249,324,299,269,174,55,53,56,54,56,54,57,56,57,62,60,62,62,62,62,17,64
3820,V. Bozhikov,32,185.42,79.2,CB,248,188,311,279,256,205,46,48,50,47,50,49,51,52,51,62,62,62,63,67,63,16,67
3821,M. Diagne,26,187.96,74.25,CB,223,209,325,298,223,204,40,45,45,44,45,45,48,50,48,61,63,61,64,68,64,13,68
3822,R. Krunić,26,182.88,73.35000000000001,CAM,356,368,344,366,334,198,59,72,73,73,73,73,72,73,72,69,69,69,68,67,68,18,73
3823,S. Tibbling,25,175.26,73.35000000000001,CM,298,323,361,302,308,170,63,64,68,67,68,68,69,69,69,66,66,66,64,60,64,19,69
3824,T. Gutiérrez,35,177.8,80.55,CF,364,357,328,351,329,67,57,74,73,75,73,75,72,69,72,50,53,50,47,47,47,18,74
3825,Lucas Tagliapietra,29,193.04,89.10000000000001,CB,211,189,221,266,237,192,48,44,41,42,41,42,44,48,44,56,61,56,58,67,58,15,67
3826,K. Vermeer,34,180.34,77.4,GK,106,126,307,235,175,44,366,34,37,39,37,42,39,41,39,33,36,33,31,30,31,74,75
3827,M. Lanzini,27,167.64000000000001,58.5,CAM,337,393,396,325,299,88,51,71,77,76,77,78,77,72,77,57,55,57,53,43,53,18,78
3828,S. Weissman,24,175.26,71.55,ST,364,312,369,336,309,54,43,75,72,74,72,72,71,64,71,50,48,50,47,42,47,16,75
3829,J. Dhillon,25,193.04,83.25,ST,269,222,330,304,235,43,56,63,59,62,59,59,57,50,57,40,38,40,37,36,37,16,63
3830,D. Vavro,24,187.96,80.55,CB,241,235,302,347,291,209,64,58,53,56,53,56,54,60,54,61,67,61,63,71,63,18,71
3831,M. Bringaker,23,177.8,72.45,ST,266,268,356,301,245,94,51,62,61,61,61,59,60,53,60,48,46,48,47,44,47,16,62
3832,N. Müller,32,172.72,65.7,CAM,351,345,382,330,334,119,49,71,74,74,74,74,73,69,73,61,59,61,58,52,58,17,74
3833,F. Colidio,20,177.8,67.5,CAM,333,303,341,292,252,58,52,67,68,68,68,68,66,61,66,47,44,47,44,37,44,16,67
3834,P. O'Connor,22,190.5,76.5,CB,167,182,281,258,224,183,65,40,39,40,39,41,42,45,42,52,56,52,54,62,54,17,62
3835,A. Akbulut,19,195.57999999999998,81.45,GK,62,82,178,190,97,35,317,22,20,21,20,22,21,23,21,19,22,19,19,21,19,62,63
3836,K. Nagai,31,177.8,70.65,RW,320,306,404,377,299,107,58,69,70,69,70,68,70,64,70,59,56,59,57,51,57,18,69
3837,Z. Vyner,23,187.96,72.45,CB,226,233,322,291,262,197,43,52,55,53,55,54,57,56,57,63,62,63,64,66,64,15,66
3838,S. Berahino,26,180.34,81.45,CAM,335,342,347,334,289,61,57,71,71,72,71,71,71,66,71,52,50,52,49,42,49,17,71
3839,R. Khedira,26,187.96,83.25,CB,254,272,304,328,307,223,53,56,56,58,56,60,59,66,59,68,74,68,70,75,70,17,75
3840,R. Saïss,30,187.96,83.25,CB,309,329,326,351,335,233,50,65,65,66,65,69,67,73,67,72,78,72,73,78,73,18,78
3841,M. Romero,21,177.8,71.55,ST,317,253,355,380,275,77,69,71,65,67,65,63,64,57,64,50,47,50,48,46,48,19,71
3842,D. Khalid,21,180.34,77.4,CAM,289,299,318,301,229,45,51,63,62,64,62,63,61,56,61,42,40,42,38,34,38,15,63
3843,T. Motta,34,187.96,81.45,CDM,354,362,220,372,367,223,46,64,62,64,62,67,64,75,64,69,78,69,69,78,69,17,80
3844,L. Geertruida,19,185.42,74.25,RB,283,269,361,319,284,211,58,59,64,61,64,63,66,65,66,70,69,70,70,70,70,17,72
3845,R. Grant,29,175.26,73.35000000000001,RB,292,301,355,380,326,198,64,63,66,65,66,65,67,66,67,70,68,70,69,67,69,18,71
3846,A. Ildız,23,180.34,80.55,CB,259,271,299,310,288,184,59,57,58,58,58,59,59,60,59,60,61,60,60,62,60,17,62
3847,R. Cisneros,23,180.34,73.35000000000001,ST,290,271,319,323,268,66,65,65,61,63,61,61,60,55,60,46,46,46,44,42,44,18,65
3848,L. Griffiths,29,175.26,76.5,ST,335,350,373,378,293,51,63,72,71,71,71,68,69,60,69,50,45,50,46,42,46,19,72
3849,L. Palmer  B,28,182.88,80.55,RB,297,309,357,334,311,186,47,62,64,63,64,64,65,64,65,66,65,66,66,65,66,16,68
